Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
    1912      134   _____17__+2__3_____+_________+___2___64+_75______+____8____+_194_____+____7_5__+4______2_   _________+_____1__2+__3____4_+______5__+___36____+78______1+___49___7+__6___3__+_1___7___   ______4__+___3_8__5+29_______+____9__1_+_________+__5_____7+61______8+__85_____+____2_9__   PERM   2020-02-02
    1913      133   _____17__+2__5_____+___6_____+____7_18_+6___2____+5______4_+___2____6+_8____3__+_1_______   _________+_______12+__3_45___+______4__+___1_6___+_7_2___8_+___73____+_2_______+4_5___3__   _________+_53_4____+______76_+1_4______+____53__4+___6_____+________3+72_______+6__1__8__   PERM   2020-02-03
    1914      134   _____17__+2_5______+8________+___6__4__+_3______7+____5___2+_1____3__+___5___8_+____2__6_   ________1+_______23+__4__5___+______4__+_1__6____+3__1_____+___3_7___+__5_8_7__+62_______   _____4_8_+7__1_____+_____29__+_98______+___6____7+_4_______+____9_8__+___5___2_+1___6____   PERM   2020-02-04
    1915      246   _____17__+4_______5+2________+_6____13_+5__84____+___2_____+_73____1_+____8___4+_________   _________+_____1__2+_34____5_+____5_3__+2_______6+7________+___7_____+_8____54_+6__1_2___   57_3_____+_________+_____91__+__9__8___+__4______+____5__3_+2__73____+________4+__8___9_1   PERM   2020-02-05
    1916      326   _____17__+42_______+_3_6_____+_6__5__4_+2____7___+______5__+7_1______+___4___2_+____8____   _________+_____1__2+__3____4_+_____51__+__4_6____+_7_____2_+___38__6_+1__4__3__+5________   _________+_____5_3_+_1__6____+2___5____+___3___4_+_6____8__+__4______+____8_7_1+__31____6   PERM   2020-02-06
    1917      133   _____17__+5_____2__+3___8____+____3__5_+__27_____+_1_______+_____24__+___5___8_+___4___6_   _________+_____1_23+__456____+______7_4+_3_______+8________+_____3_8_+__7___5__+_2_41____   _9_8_____+6______1_+_____4___+_7_____2_+_1_____5_+__8___7__+____1_8__+__4___9__+5___6____   PERM   2020-02-07
    1918      132   _____17__+6__2_____+4______9_+___86__5_+_31______+_________+___6__1_2+5___7____+______3__   _________+_______12+__3_45___+_____63__+_1_______+72__5____+____7_5__+__8___9__+_6_2_____   ____2___5+8_4__9___+7________+_1______6+2__8_____+_____4__9+______78_+_________+_5__93___   PERM   2020-02-08
    1919      136   _____17__+8_____2__+___4_____+___3___45+2_______8+6________+____2_6__+_5__3____+_4_____1_   _________+_______12+__3_45___+______4_6+_1_6_____+7________+___1___7_+___23____+8_4___5__   ______79_+5__7_____+__2______+_96____3_+___14____+___5____2+_________+______1_5+_4__93___   PERM   2020-02-09
    1920      136   _____17__+8_____2__+___5_____+___3___54+2_______8+6________+____2_6__+_5__3____+_4_____1_   _________+_______12+__3_45___+______4_6+_2_6_____+7________+___13____+___2___7_+8_4___5__   4_______5+___1____9+_7_6_____+____4____+__8_5____+_16____9_+5___8____+3_____7__+_______1_   PERM   2020-02-10
    1921      133   _____17__+8__2_____+4______6_+___87__5_+_31______+_________+___6__1_2+5___8____+______3__   _________+_______12+__3_45___+_____43__+_1_______+62__7____+____6_4__+__7___8__+_5_2_____   3__2_____+8_____9__+_____1__7+_61______+_________+___37_4__+________6+___9___21+4___3____   PERM   2020-02-11
    1922      138   _____17__+92_______+_________+__35__6__+___26____+1_____8__+_6_____29+4___7____+_______5_   _________+_______12+__3__4___+_____5__3+_6___78__+71_______+____6____+___21__7_+4_______9   _______37+4__6_____+__53____2+___1__4__+97_______+_________+_____2___+8______1_+_3__97___   PERM   2020-02-12
    1923      134   _____178_+_6______3+5________+2_____41_+_7_36____+_________+1_____2__+___68____+___7_____   _________+_____1__2+__3_4__5_+________6+____3_7__+__4_8_1__+______3__+_7___2___+12___6___   _________+__4_86___+5______97+__6___8__+___7___41+3________+7______5_+____4____+____61___   PERM   2020-02-13
    1924      222   _____18__+_2_____5_+6__2_____+____4__3_+1_8______+7________+_4_52____+______7_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+7_______8+___31____+5________+6_7___4__   _____1___+__4___7__+___3_9___+_______4_+91_______+____7_82_+__2_8____+_3______9+_____6_8_   PERM   2020-02-14
    1925      220   _____18__+_2_____5_+6__5_____+____4__3_+1_8______+7________+_4_25____+______7_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+6_______8+___31____+5________+7_6___4__   1_____4__+____67___+____5____+____3__2_+_7______6+2__9_____+_______1_+_56______+___4__29_   PERM   2020-02-15
    1926      132   _____18__+_3_______+7________+_58_3____+___6___2_+__1______+___5__1_8+2__37____+______4__   ________1+_______2_+__3__4___+______3__+_1____4_5+6___7____+_____8___+12_____7_+5__4_3___   _7_6_____+__5_____1+___3_4___+4________+____9_6_7+___7____5+____1____+3_____48_+______3__   PERM   2020-02-16
    1927      132   _____18__+24_______+6________+__1___7__+___43____+____2____+___6___42+_2______3+__7____5_   ________1+_______23+__4__5___+_____64__+_3_______+27_______+____7__3_+___8__6__+1__23____   __2____5_+____7__98+8_______6+____96___+__1___2__+_____8___+_7_______+___1__3__+98_______   PERM   2020-02-17
    1928     1949   _____18__+3_______5+_________+_61____2_+5__4_____+_8_______+_2____61_+7__35____+____4____   _________+_____1__2+__3____4_+____4____+___35_6__+_7___2___+____6_35_+21___8___+7________   _8____1_5+________3+_____4_9_+____96_2_+____4____+_15_____8+9______6_+__31_____+_________   PERM   2020-02-18
    1929      137   _____18__+3_____4__+__76_____+5__24____+2______6_+_______1_+___3__2__+_1__7____+_8_______   _________+_______12+__3_45___+_____1___+__62__3__+_7____4__+____6_8_3+___7_____+51_______   __3_2____+_____8__6+4_______9+__8_____5+___9_____+_2_4_____+_65__7___+_____53__+______4__   PERM   2020-02-19
    1930      133   _____18__+6______4_+3________+4__52__3_+71_______+___9_____+_82___1__+___36____+_________   _________+_______12+__3_45___+________6+___7_3___+_2_8___49+___2_____+__5___3__+_8_1_____   __3__9___+___6__5__+__1______+_________+_______31+68_5_____+________2+5_7______+__9__1_84   PERM   2020-02-20
    1931      134   _____18__+7___4____+5_____2__+4__6___5_+__2__8___+______6__+_8_3_____+____5__7_+_1_______   _________+_____1__2+_34____5_+______3__+___46____+12______7+___8____5+__6___4__+7____2___   __1___4__+___2____3+_8__5____+_9____8__+___3_6_4_+_________+____985__+2_3______+________6   PERM   2020-02-21
    1932      134   _____18__+7___4____+5_____9__+4__6___5_+__2__8___+______6__+_8_3_____+____5__7_+_1_______   _________+_____1__2+_34____5_+______6__+___37____+1_2_____8+___9____5+_7____3__+8____2___   _8___9___+_4______6+_____7_3_+_6_8__5__+__2____7_+_____5___+___4____8+7_____1__+3________   PERM   2020-02-22
    1933      168   _____19__+_2_____3_+7__6_____+____4__6_+1_9______+8________+_4_56____+______8_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+5_______8+___31____+6________+9_5___4__   _____5___+___6_8___+9_______1+______58_+14__9____+_2_______+_1___3___+____7___2+__8___6__   PERM   2020-02-23
    1934      216   _____19__+_2_____5_+7__6_____+____4__3_+1_9______+8________+_4_56____+______8_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+8_______9+___31____+5________+6_8___4__   9____6___+_______3_+_______14+_6_______+___13____+82____9__+__1_4____+_____25__+_8_____7_   PERM   2020-02-24
    1935      133   _____19__+_2_____5_+7__6_____+____4__6_+1_9______+8________+_4_56____+______8_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+5_______8+___31____+6_5___4__+9________   _8____4__+____4_2_9+_____1___+_4_2_____+_____6_7_+_______1_+7_1_5____+__6______+___3__8__   PERM   2020-02-25
    1936      271   _____19__+_2_____6_+7__6_____+____4__3_+1_9______+8________+_4_56____+______8_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+6_______8+___31____+5________+9_6___4__   __9_5____+______46_+_______7_+____8___1+6__4_____+_8_____2_+_38_____9+___7_6___+_5_______   PERM   2020-02-26
    1937      297   _____19__+_2_____7_+6__5_____+____4__3_+1_9______+8________+_4_27____+______8_1+___3_____   ________1+_______23+__4__5___+_____67__+_3__2____+8_______9+___31____+5________+7_6___4__   _5_____92+____83___+_______1_+6______7_+_____48__+_9_2_____+___1____5+3________+8_4______   PERM   2020-02-27
    1938      132   _____19__+_54______+_6_______+13____5__+___42____+___6_____+2___8____+___5____6+7______1_   ________1+_______2_+__3__4___+_____1___+_5____6__+27_____3_+____7____+__1___5_8+__923____   2__8_____+___3__5__+_6______1+____64___+____1____+__5____7_+84_______+_1_______+___59__6_   PERM   2020-02-28
    1939      423   _____19__+_7____6__+_34______+9__2_____+_______8_+_______3_+___67___5+4_____2__+__8_3____   ________1+________2+__3__4___+_____5_3_+_1__2____+_67___8__+___15____+___6___7_+9______4_   8_____7_2+_9___4___+____1_5__+_6_____3_+_2_7_____+___54____+_____6__9+__1______+__5______   PERM   2020-02-29
    1940     9881   _____19__+2________+_3_______+6__38____+__1___7__+___6_____+75______1+____4__3_+__98_____   ________1+_______2_+__3__4___+_____1___+_5_____6_+72____5__+____2___8+__1___4__+_7_9____3   __63__7__+_____9__2+_4_5_____+9_______3+___2_____+____4____+____1_8__+2________+_____847_   PERM   2020-03-01
    1941     3719   _____19__+2________+_3_______+7__28____+__1___5__+___3_____+65______1+____4__3_+__97_____   ________1+_______2_+__3__4___+_____1___+_5_____6_+27____8__+____2___3+__1___4__+_8_7____9   7________+_____35__+__4______+____7___1+6_95_____+_3_____2_+__2____48+_______7_+_5___6___   PERM   2020-03-02
    1942     5612   _____19__+2________+_3_______+7__28____+__1___5__+___3_____+65______1+____4__3_+__98_____   ________1+_______2_+__3__4___+_____1___+_5_____6_+27____5__+____2___3+__1___4__+_8_7____9   5________+___1__9__+____9_28_+___8_____+6_______4+_____5___+__8__4___+____6___5+_2___37__   PERM   2020-03-03
    1943     5884   _____19__+2________+_3_______+7__38____+__1___5__+___2_____+65______1+____4__3_+__98_____   ________1+_______2_+__3__4___+_____1___+_5_____6_+72____5__+____2___3+__1___4__+_8_7____9   __3______+_6_______+_____2__9+_2____3__+_5_4___7_+9____6___+8__37____+__18_____+________6   PERM   2020-03-04
    1944     4247   _____19__+2________+_3_______+8__62____+__1___5__+___3_____+75______1+____4__3_+__98_____   ________1+_______2_+__3__4___+_____1___+_5_____6_+27____8__+____2___3+__1___4__+_8_5____9   ___2___1_+_3____9__+7___48___+_____165_+_______3_+__47_____+_____6___+____3____+__2_____7   PERM   2020-03-05
    1945      134   _____19__+2_4______+__5______+31____7__+___26____+___5_____+____8__52+73_______+_______4_   ________1+_______23+__4__5___+______67_+____3____+_8_21____+_____746_+1________+29_______   57_______+_____89__+_4_______+_______7_+3_1______+___6___45+____4____+1_8___3__+___25____   PERM   2020-03-06
    1946     2064   _____19__+2_4______+6________+_1____3__+___76____+____4____+___2___64+__3____5_+_8______7   ________1+_______23+__4__5___+_____64__+_2_______+71_______+____7_8__+___9___6_+3__12____   ______4_2+______6__+_8___9___+_7_____9_+___61____+___2_____+2_6_4____+1______3_+__5_____7   PERM   2020-03-07
    1947      443   _____19__+7___3____+2________+_5_____7_+_1___4___+___2_____+____6_1_5+8__7___3_+______4__   _________+_______12+__3_45___+___1___6_+__4___5__+_7__8____+__8_____4+_2_______+61_9_____   ______4__+8__2_____+_____97__+2_3__6___+1________+_9__7_5__+___1___2_+____4____+_7_____3_   PERM   2020-03-08
    1948      133   _____2__1+7___3____+_________+5_____63_+2______7_+___1_8___+_81___3__+___56____+_4_______   _________+_____1__2+__3____4_+______1_5+__2_3____+__674____+______67_+_8_______+15_4_____   74___1___+8____3___+______9_6+___5_____+_7_69____+______14_+_____8_7_+_________+__9_____3   PERM   2020-03-09
    1949      133   _____2__3+_7_____5_+____1____+_6_4__7__+______2__+__5______+3_45_____+___7___8_+2_____1__   ________1+_______2_+__3_45___+________6+_____74__+_152_____+___16____+__8___5__+4___3____   _____9_1_+3_8___6__+___7_____+_9______4+__2__8___+______3_7+___3_____+__4____89+____6____   PERM   2020-03-10
    1950      132   _____2__3+_8_____5_+____1____+_7_4__8__+______2__+__5______+3_65_____+___8___9_+2_____1__   ________1+_______2_+__3_45___+________6+_____74__+_152_____+___16____+__8___5__+4___9____   ______5__+9________+_7_2__3__+____4____+_____5_1_+_3______9+___3____6+8_19_____+__5___4__   PERM   2020-03-11
    1951      135   _____2__5+__7_3____+_1____6__+3______2_+___67____+___1_____+___5__14_+2____8___+______7__   ________1+_______2_+__3__4___+______5__+___12___6+__47_____+_____84__+_2_____3_+16_5_____   __2______+___7____3+_69______+______6__+4__3_____+__5___2_8+_7___6___+3______5_+____2_9__   PERM   2020-03-12
    1952      599   _____2__6+__8___7__+_________+6______21+___39__5_+_________+___87_3__+21_______+5__4_____   _________+_____1__2+__3____4_+_________+____4_35_+67____8__+___53____+_9__8____+21______7   _________+1_2___8__+_____73_6+_________+_3______7+___9___5_+____63___+__4__8___+5_9____2_   PERM   2020-03-13
    1953      656   _____2__6+__9___8__+_________+6______21+___73__5_+_________+___98_3__+21_______+5__4_____   _________+_____1__2+__3____4_+_________+____4_35_+67____8__+___53____+_9__8____+21______6   ____8___1+_6_______+____37__9+___6_5_4_+___2_____+3________+_______65+_4_____2_+8___1____   PERM   2020-03-14
    1954      140   _____2_1_+_4____6__+_5__3____+___48_5__+2_______3+1________+___3____8+7______2_+___5_____   _________+_______12+__3_45___+______4__+___6____7+27_1_____+___2___8_+__4___5__+_6__7____   3___2____+7______5_+___4____8+____7_39_+__4______+__8__5___+______7__+__68_____+_____95__   PERM   2020-03-15
    1955     8798   _____2_16+__34_____+_________+___3__8__+7_____4__+61_______+___276___+_95______+____1____   _________+_____1__2+_34____5_+______3__+______645+____78___+___43____+2__6_____+9_______1   _________+8__9_____+__5____62+516______+___73____+_2_______+_____18__+____26___+9_____4__   PERM   2020-03-16
    1956     6820   _____2_16+__85_____+_________+___3__5__+7_____3__+61_______+___276___+_94______+____1____   _________+_____1__2+_34____5_+______3__+______645+____78___+___43____+2_______9+9__6_____   _6___3___+____29___+8____6__7+___1___2_+5__4_____+______93_+______7_8+_3_______+_2_______   PERM   2020-03-17
    1957     2317   _____2_16+__85_____+_________+___3__8__+7_____3__+61_______+___276___+_94______+____1____   _________+_____1__2+_34____5_+______3__+______645+____78___+___43____+1_______9+9__6_____   _____96__+82_______+_7___5___+___87____+___2____3+__13__4__+1_6______+________2+________7   PERM   2020-03-18
    1958     7474   _____2_17+__36_____+_________+___3__6__+8_____4__+71_______+___287___+_95______+____1____   _________+_____1__2+_34____5_+______3__+______645+____78___+___43____+2_______1+9__6_____   _____7___+3_6______+___951___+___2__8__+_1____4__+75_______+_________+__28_____+____9__57   PERM   2020-03-19
    1959      131   _____2_18+37_5_____+______6__+___31____+5_____2__+4______5_+___9__4__+_1_______+__8______   ________1+_______2_+__3__4___+_____5___+__6___7_8+_9_12____+_____96__+___6__4__+1_7______   __2_7____+5____68__+__4______+________4+_3_____2_+_1__87___+___2_____+_7_1__9__+__6______   PERM   2020-03-20
    1960      134   _____2_3_+7_____6__+____5____+___56_7__+_82______+______1__+_____3_24+5__1_____+_______8_   ________1+________2+__3__4___+_____5_4_+_1__6____+4______7_+____8____+__7___53_+_6_21____   ___2_3___+_7_______+_4____6_5+______5__+_6__4____+1______2_+3________+2_8____1_+____5___7   PERM   2020-03-21
    1961      134   _____2_3_+7_____6__+____5____+___59_7__+_82______+______1__+_____3_24+5__6_____+_______8_   ________1+________2+__3__4___+_____5_4_+_1__6____+4______7_+____8____+__5___93_+_6_21____   ______5__+3_6_9____+_____12_7+____6__8_+_7_______+_2_______+_____21__+__48_____+__8____9_   PERM   2020-03-22
    1962      134   _____2_3_+9_____6__+____5____+___56_7__+_82______+______1__+_____3_24+5__7_____+_______8_   ________1+________2+__3__4___+_____5_4_+_1__6____+4______7_+____8____+__7___95_+_6_21____   _______6_+87_____4_+____39___+7________+___5___8_+__3_____1+_4_7_____+________9+__1___2_3   PERM   2020-03-23
    1963      134   _____2_3_+9_____6__+____5____+___96_7__+_82______+______1__+_____3_24+5__7_____+_______8_   ________1+________2+__3__4___+_____5_3_+_1__6____+4______7_+____8____+__7___95_+_6_21____   ___76_1__+____3____+_4_____5_+________4+_2___8___+____1_6__+6_3______+_____5_28+_____9___   PERM   2020-03-24
    1964      133   _____2_4_+____3___8+6______1_+1__6__5__+4_71_____+______3__+_3__5_2__+___4_____+_________   _________+________1+__2__3_4_+_____2___+_5___4__6+71______5+____1_3__+___8___2_+_6__5____   _8__7___9+______6__+_________+4_______7+__6____8_+__2__1___+_7_______+___5_62__+_9___21__   PERM   2020-03-25
    1965      281   _____2_4_+__7____5_+_6_1_____+____5_72_+___3_____+_1_______+___6__1_8+5_____6__+4________   ________1+_____2___+__3_4__5_+______6__+___5___3_+27_______+_____12_7+__8______+3_5__6___   ____3____+9________+__7____48+_____7__5+5_____1_3+_____2___+3___5____+___8___7_+_4_____2_   PERM   2020-03-26
    1966      141   _____2_4_+_3____6__+_5__7____+8______2_+___6___1_+___35____+2_____9__+___9__3__+1________   _________+_______12+__3_45___+_________+___1_6_7_+_45___8__+______5__+17_6_____+2_______9   ______2_8+__64_____+___3____7+___5___4_+_2____9__+_8__7____+__3______+__4_1____+____8___1   PERM   2020-03-27
    1967      132   _____2_4_+_8____5__+_3__6____+7______2_+___4___1_+___35____+2_____6__+___8__3__+1________   _________+_______12+__3_45___+_________+___1_6__7+_45___8__+______5__+18_2_____+7______6_   5___1____+_____6___+39_____4_+_86__9___+_________+___5__13_+___43____+__7___6_8+_________   PERM   2020-03-28
    1968      134   _____2_4_+_8____5__+_3__7____+5______2_+___4___1_+___36____+2_____4__+___8__3__+1________   _________+_______12+__3_45___+_________+___1_6__3+_45___6__+______5__+16_2_____+7______8_   ___83____+__41_____+__2_____9+________4+8__6_____+1_______2+____7_8__+9_____6__+__1__2___   PERM   2020-03-29
    1969      149   _____2_5_+__7_1____+_3_______+56_4_____+______7_1+8________+___73_4__+2______6_+___1_____   ________1+_____2__3+__4_5____+____6_47_+_3_______+8_____5__+___1_32__+__6______+_1___8___   ______6__+_1_2_____+__3___48_+6_4______+___5_____+___7_13__+_____8___+____4__6_+_7______2   PERM   2020-03-30
    1970      214   _____2_5_+_4____3__+____6____+8__1__9__+______4_1+53_______+___49____+2______8_+___3_____   _________+_____1__2+__3____45+______6__+_____217_+__4_5____+____3____+_7_8_____+21_____6_   ___6___8_+_4__1____+______5__+7___9___2+61_______+____42___+________1+______9_4+8__7_____   PERM   2020-03-31
    1971      658   _____2_5_+_6____3__+_4_5_____+___63____+8______7_+___1_____+____1_6_4+5____7___+2________   _________+_______12+__3_45___+_____64__+_7_8_____+81______5+___1___7_+___2_____+__6___5__   _______7_+1______5_+_3_8_____+____1__2_+__3_52___+_9____8__+___4__3_9+_________+5_7______   PERM   2020-04-01
    1972      676   _____2_6_+___3____1+4_____7__+_1_6_____+____7_2__+_________+2_7_4____+___5___13+8________   _________+_____1__2+__3____4_+____3__5_+___4__1__+_6___2___+___35__7_+_8_______+21______6   __3______+___2____1+_5__6__4_+_______8_+2__3_7___+___1_____+_8__5____+__4_8____+1_______3   PERM   2020-04-02
    1973      135   _____2_6_+__1______+_5_______+2___6____+_____3__5+______1_7+_3_75____+6_____84_+___1_____   ________1+_______2_+__3__4___+____1____+___25__6_+_78___3__+___3__4__+2____6___+51_______   7___9____+_____26__+15_______+__4___9__+__85_____+___1_7___+__9_6____+2______7_+________5   PERM   2020-04-03
    1974      262   _____2_6_+__7___3__+__4______+8_____12_+___75____+____4____+26_3_____+_1______7+______5__   ________1+_______23+__4_56___+_____3___+_6_2_____+_75____8_+____7_5__+1________+2____8___   _____4___+__1__5___+_2______9+_978_____+_______4_+______53_+__3______+___92_1__+5___7____   PERM   2020-04-04
    1975      132   _____2_65+4_1______+_________+_8______2+___4__3__+____6____+____7_14_+3__8_____+25_______   _________+_______12+__3_45___+______4_3+_6______7+8__1_2___+____3_6__+_2_7_____+5________   ____4___7+__1_3____+_9______5+____1____+_7_____2_+4_______6+_____719_+__2___3__+_____5___   PERM   2020-04-05
    1976      136   _____2_69+_731_____+_________+6____8___+_4____3__+____7_1__+2______8_+___43____+__5______   _________+_____1_23+_45_6____+________7+___3_8___+__9___6__+____9_5__+1__2_____+3______8_   2___5____+____6____+______18_+___7__3__+9_______5+__41_____+_3_8_____+_1_____7_+____9___2   PERM   2020-04-06
    1979    14393   _____2_71+_3__5____+_________+2_8___6__+_5____3__+___74____+7__1_8___+______59_+_________   _________+_______12+__3_45___+_________+_____64_3+_7_1_____+___83____+_1_____7_+5_6____9_   ____93___+_________+6_____4_1+______67_+_9__2____+8_1_5____+___4_6__8+_2_____9_+_________   PERM   2020-04-07
    1980      134   _____2_8_+6__7_____+_______1_+3_____9__+____8_7__+____4____+___5__3_1+_582_____+_4_______   ________1+_______23+__4__5___+______6__+____785__+16_______+___21____+__7___3_9+9________   __5_7____+______2__+_____89__+96__8____+_1_______+____6__23+___1_____+__3_____4+___9____7   PERM   2020-04-08
    1981      188   _____21__+_5____4__+_3_7_____+_6__3____+____81___+7________+___4___35+2______7_+1________   _________+_____1_23+_45_6____+______4__+______5_1+27_______+___85____+__1___7__+3__2_____   _4______6+_8__5____+____7__3_+______17_+_9____4__+6________+7________+3____6___+___8_4__5   PERM   2020-04-09
    1982      133   _____21_4+3__7_____+_________+_24_5____+_1____7__+_______3_+7_____62_+___84___5+_________   _________+_____1__2+_34____5_+_________+__6___4_7+58___2___+___45_6__+_2__3____+1________   ___8____1+_________+74____9__+_________+2______73+_691_____+_1__4____+____97_2_+__8______   PERM   2020-04-10
    1983      140   _____21_6+3__46____+______8__+_6______2+___7___4_+_1_______+____1_5__+7______8_+4________   _________+_______12+__3_45___+_____64__+_1_____7_+62_8_____+__12_____+__4___5__+_7_______   54______7+__194____+___2_____+_____2__6+_9_3_____+________5+6____5___+_______9_+____1__4_   PERM   2020-04-11
    1984      213   _____23__+_4__9____+7________+5__6__1__+___48____+_______2_+___8____4+2______9_+1_3______   ________1+_____2___+__3_4__56+______2__+__61_____+_5_____7_+___5_____+2_8___9__+9____7___   __5__2___+_6____3__+______97_+______4__+7___3____+___6____5+9____81__+_3_______+___2_5___   PERM   2020-04-12
    1985      133   _____23__+_91______+____8____+___9___4_+8__3_____+2________+_5_14____+__6___7_2+______8__   ________1+_____2___+__3____45+____367__+__1______+_4____2__+___14____+6_____8__+7_______9   __8____7_+__3_26___+______1__+4_______3+___1_7___+__5_____2+1________+97____6__+____8____   PERM   2020-04-13
    1987      132   _____23_7+_1_8_____+_5_______+3__7__9__+___4__6__+____1____+2____9___+____5__4_+_______1_   _________+_______12+__3__4___+______5__+____674__+18_______+____85_9_+__7___3__+_2_1_____   ____3____+6_____95_+__7_4____+_4_______+__2___8__+__59__1__+1__6_____+_3______2+________4   PERM   2020-04-14
    1988      133   _____24__+_______8_+_1_______+_9_6_____+______5_4+______23_+5_4_3____+___7___1_+2_______6   ________1+_______23+__4__5___+________6+_____78__+_2_______+____1__7_+_1_23____+9__6__4__   ___8____6+_39______+25_______+__6__5___+4_______7+____932__+___4_____+_9_____5_+1________   PERM   2020-04-15
    1989      191   _____24__+_______8_+_1_______+_9_7_____+______5_4+______26_+5_4_3____+___8___1_+2_______7   ________1+_______23+__4__5___+________6+_____78__+_2_______+____1__7_+_1_23____+8__9__4__   ____2____+_8_9_____+______7__+____1____+_3_____6_+____57___+__46____9+5_7___1__+1____8___   PERM   2020-04-16
    1990      137   _____24__+_5____1__+____6____+6_7____3_+___1_____+3________+____3__62+41_5_____+_8_______   ________1+_____1_23+__4______+______5__+__6___4_7+_1__83___+___4__6__+_3_______+8__7_____   ______1__+___5_2___+_3____8__+_83____2_+_6_______+___9___54+____8_3__+5______9_+_____1___   PERM   2020-04-17
    1991    57196   _____24__+56_______+1________+_2_16____+______85_+____3____+3______16+__8__4___+___7_____   ________1+_______23+__4__5___+_____46__+____7____+12______8+___21__5_+___8_____+3_6______   4__8_____+52_____6_+________9+_______4_+__3__9___+_____5_2_+___46____+__8_____3+___2__7__   PERM   2020-04-18
    1992      389   _____24_5+_3_1___6_+_7_______+_1_3_____+8_____2__+_________+4___1____+2_____8__+___7___3_   _________+_____1__2+__3____4_+________5+_6___2__1+7_8_3____+___2___8_+__4____3_+_1___5___   _________+9_______8+__6_7____+____35_7_+2________+8__1____9+__3___9__+___8____2+__7_6____   PERM   2020-04-19
    1993      133   _____24_6+_3_7_____+_1_______+5_______2+____3__8_+___2_____+____1_3__+2______7_+6____5___   _________+_______12+__3_45___+_____34__+_1_2_____+4______6_+___1__7__+__4___5__+_8__6____   _9__2____+_4______1+___6___5_+___5____8+_2____4__+_____4___+____4_93_+6________+5____1___   PERM   2020-04-20
    1994      132   _____24_6+3________+_________+5__1__8__+7__35____+_6____2__+___5___3_+1______5_+_4_______   _________+________1+__2_34___+_______3_+___5____6+_5_1_____+____2__4_+_6__7___5+51______8   76______3+________2+____85___+1_8_5____+________6+__5______+_________+_2_3_____+5_4__18__   PERM   2020-04-21
    1995      131   _____241_+_7______5+_3_8_____+____7__3_+2________+4________+___1__9__+5_____2__+_6__3____   _________+_____1_23+_45_6____+________6+___74_5__+2_____8__+______4__+___8___9_+3____2___   ______8__+45______6+_____7__1+__7__9___+________4+_1_____3_+_________+__2___97_+8__46____   PERM   2020-04-22
    1996      133   _____25__+__1____9_+_3__4____+5_____2_4+____7_6__+___3_____+_7_8___3_+___1_____+4________   ________1+_____2___+__3__4_5_+_____3___+_6__5____+17______8+____1__3_+__9___2__+_8_7_____   3_49_____+1_______2+_______8_+9_____3__+_____8__4+_6__5____+_______5_+_8___2_7_+___4_____   PERM   2020-04-23
    1998      564   _____25__+_61______+_________+___13_7__+9_____2__+___4_____+52__8____+___3___1_+6______4_   _________+_______12+__3__4___+_____35__+_6_______+71___8___+____6_2__+_7__1____+9_____4_3   1_____78_+_____5___+_9_____1_+___8_____+_62_____4+_5_2_____+_________+8_7______+_____6_35   PERM   2020-04-24
    1999      133   _____25_1+7__3_____+8________+__36___7_+_5__4_1__+_________+_2__1____+6______3_+_____5___   _________+__1__2__3+_4__5__6_+______1__+__7_____2+6___4____+___2_17__+5______4_+8________   __8______+__5__4___+___6__9_2+4____1_5_+_9__7_2__+_________+__1____4_+___9_____+_6__2____   PERM   2020-04-25
    2000      132   _____25_1+7__3_____+8________+__36___7_+_5__4_2__+_________+_2__1____+6______3_+_____5___   _________+__1__2__3+_4__5__6_+______1__+__2_____7+6___4____+___7_12__+5______4_+8________   _3____4__+________8+__12_____+2__9___1_+_________+_8__3_7__+__5______+__9____2_+____84__3   PERM   2020-04-26
    2001      135   _____254_+_81______+_________+5___3____+____6__1_+________8+76____3__+___1____5+4__7_____   _________+_______12+__3_45___+_____67_8+_1_5_____+_7____4__+___2_____+6_____5__+8___1____   _______84+_5_______+____12___+_6___4___+___3____7+_7____1__+__4______+__3___2__+____7_86_   PERM   2020-04-27
    2002      134   _____26_9+5_8______+_________+___28____+1______4_+___6_____+____54_7_+_26___1__+_3_______   _________+_______12+__3_45___+______6__+_____73_5+_189_____+___8___7_+32_______+5________   _5__49___+______6_2+_________+___7____8+6_5______+__4______+_______1_+____8_45_+27_3_____   PERM   2020-04-28
    2003      133   _____27__+__1____3_+_8__4____+_2______4+___3___8_+7________+9__5__1__+____6_2__+___8_____   ________1+_____2_3_+__4__5__6+_____72__+_1_____8_+5___9____+____1___9+__7______+_2_8_____   _1___9_6_+_2_______+__3__7___+____5___9+__4___2__+7____8___+_5__2____+___4__7__+_______8_   PERM   2020-04-29
